Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
manoel satiro;Casa com 6 dormitórios à venda, 207 m² por R$ 510.000,00 - Manuel Sátiro - Fortaleza/CE;510000;207;Baixo (0,2501-0,3500);0,292158652;527,94;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
lagoa redonda;Casa com 3 dormitórios à venda, 86 m² por R$ 360.000,00 - Lagoa Redonda - Fortaleza/CE REF;360000;86;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
sao gerardo;Casa com 4 dormitórios à venda, 650 m² por R$ 2.379.000,00 - Monte Castelo - Fortaleza/CE;2300000;650;Alto (0,5001-0,7000);0,594207804;1347,59;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;
sao bento;Casa com 3 dormitórios à venda, 105 m² por R$ 375.000,00 - Messejana - Fortaleza/CE REF: C;375000;105;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
cidade dos funcionarios;Casa à venda, 200 m² por R$ 398.900,01 - Cidade dos Funcionários - Fortaleza/CE REF: CA009;398900;200;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
aldeota;Casa com 3 dormitórios à venda, 266 m² por R$ 1.900.000,00 - Aldeota - Fortaleza/CE REF: C;1900000;266;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;
papicu;Casa com 4 dormitórios à venda, 356 m² por R$ 3.900.000,01 - De Lourdes - Fortaleza/CE REF;3900000;356;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
parque araxa;Casa para venda, 02 quartos + dependência no Parque Araxá, Fortaleza;580000;146;Alto (0,5001-0,7000);0,587354605;984,94;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
jangurussu;Casa com 3 dormitórios à venda, 101 m² por R$ 350.000,00 - Jangurussu - Fortaleza/CE;350000;101;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;
jardim cearense;Casa com 3 dormitórios à venda, 100 m² por R$ 349.990,00 - Maraponga - Fortaleza/CE;349990;100;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
parque araxa;Casa residencial à venda, Parque Araxá, Fortaleza.;940000;90;Alto (0,5001-0,7000);0,587354605;984,94;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
maraponga;Casa com 3 dormitórios à venda, 163 m² por R$ 890.000,00 - Maraponga - Fortaleza/CE;890000;163;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
sao bento;Casa à venda, 114 m² por R$ 405.000,00 - São Bento - Fortaleza/CE;405000;114;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
edson queiroz;Casa com 4 dormitórios à venda, 187 m² por R$ 690.000,00 - Edson Queiroz - Fortaleza/CE;690000;187;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
centro;Casa com 4 dormitórios à venda por R$ 1.500.000,00 - Centro - Fortaleza/CE;1500000;696;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
damas;Casa com 3 dormitórios à venda por R$ 530.000,00 - Jardim América - Fortaleza/CE;530000;211;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
vila uniao;Casa com 3 dormitórios à venda por R$ 1.250.000,00 - Montese - Fortaleza/CE;1250000;396;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
cidade 2000;Casa à venda no bairro Cidade 2000 - Fortaleza/CE;1050000;528;Alto (0,5001-0,7000);0,561946901;1017,12;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
edson queiroz;Casa com 5 dormitórios à venda, 312 m² por R$ 1.100.000,00 - Água Fria - Fortaleza/CE;1100000;313;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
cidade dos funcionarios;Casa à venda, 250 m² por R$ 830.000,00 - Cidade dos Funcionários - Fortaleza/CE;830000;250;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;3320.0
henrique jorge;Casa com 3 dormitórios à venda, 132 m² por R$ 270.000,00 - Jóquei Clube - Fortaleza/CE;270000;132;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;
manoel satiro;Casa com 2 dormitórios à venda, 150 m² por R$ 350.000,00 - Manuel Sátiro - Fortaleza/CE;350000;150;Baixo (0,2501-0,3500);0,292158652;527,94;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
guajeru;Casa com 3 dormitórios à venda, 120 m² por R$ 390.000,03 - Messejana - Fortaleza/CE;390000;120;Baixo (0,2501-0,3500);0,288810144;612,34;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3250.0
manuel dias branco;Casa com 5 dormitórios à venda, 459 m² por R$ 1.400.000,00 - Dunas - Fortaleza/CE;1400000;459;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
centro;Casa com 2 dormitórios à venda, 80 m² por R$ 280.000,00 - Centro - Fortaleza/CE;280000;80;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;3500.0
aldeota;Casa com 4 dormitórios à venda, 280 m² por R$ 699.000,00 - Aldeota - Fortaleza/CE;699000;280;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;
lagoa redonda;Casa com 3 dormitórios à venda, 93 m² por R$ 350.000,00 - Lagoa Redonda - Fortaleza/CE;350000;93;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
jardim cearense;Casa à venda por R$ 1.200.000,00 - Maraponga - Fortaleza/CE;1200000;577;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
guararapes;Casa residencial à venda, Guararapes, Fortaleza.;3500000;400;Muito alto (0,800-1,0000);0,767800765;3488,25;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;8500.0
parque manibura;Casa à venda, 91 m² por R$ 450.000,00 - Cidade dos Funcionários - Fortaleza/CE;450000;91;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;
lagoa redonda;Casa com 3 dormitórios à venda, 62 m² por R$ 360.000,00 - Lagoa Redonda - Fortaleza/CE;360000;62;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
lagoa redonda;Casa com 3 dormitórios à venda, 186 m² por R$ 885.000,00 - Lagoa Redonda - Fortaleza/CE;885000;187;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
coco;Casa com 4 dormitórios à venda por R$ 1.100.000,00 - Cocó - Fortaleza/CE;1200000;469;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
vila uniao;Casa à venda, 280 m² por R$ 560.000,00 - Montese - Fortaleza/CE;560000;280;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;2000.0
vila uniao;Casa residencial à venda, Montese, Fortaleza.;600000;190;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
mondubim;Casa à venda, 145 m² por R$ 590.000,00 - Maraponga - Fortaleza/CE;590000;145;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
vila uniao;Casa residencial à venda, Vila União, Fortaleza.;1100000;260;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
parque manibura;Casa à venda, 650 m² por R$ 2.200.000,00 - Cidade dos Funcionários - Fortaleza/CE;2200000;650;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;
montese;Casa com 10 dormitórios à venda, 300 m² por R$ 1.200.000,00 - Montese - Fortaleza/CE;1200000;300;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;4000.0
bom futuro;Casa residencial à venda, Bom Futuro, Fortaleza.;600000;150;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;4000.0
novo mondubim;Casa à venda, 156 m² por R$ 240.000,00 - Mondubim - Fortaleza/CE;240000;156;Baixo (0,2501-0,3500);0,282158652;0;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
vila uniao;Casa à venda, 150 m² por R$ 430.000,00 - Vila União - Fortaleza/CE;430000;150;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
papicu;Casa à venda, 171 m² por R$ 600.000,00 - Papicu - Fortaleza/CE;600000;172;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
aldeota;Casa com 6 dormitórios à venda, 400 m² por R$ 1.100.000,00 - Aldeota - Fortaleza/CE;1100000;400;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;2750.0
itaperi;Casa à venda, 150 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;150;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
bom futuro;Casa residencial à venda, Montese, Fortaleza.;890000;360;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
joao xxiii;Casa com 3 dormitórios à venda, 140 m² por R$ 320.000,00 - Henrique Jorge - Fortaleza/CE;320000;140;Baixo (0,2501-0,3500);0,283709367;449,97;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;
padre andrade;Casa à venda, 300 m² por R$ 1.200.000,00 - Padre Andrade - Fortaleza/CE;1200000;300;Médio (0,3501-0,5000);0,361176583;622,59;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;4000.0
fatima;Casa com 3 dormitórios à venda por R$ 1.249.000,00 - Fátima - Fortaleza/CE;1249000;378;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
jose bonifacio;Casa à venda, 363 m² por R$ 650.000,00 - Fátima - Fortaleza/CE;650000;363;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
alvaro weyne;Casa à venda, 358 m² por R$ 850.000,00 - Álvaro Weyne - Fortaleza/CE;850000;358;Médio (0,3501-0,5000);0,364663527;562,49;43,363610372;16,791660252;36,088323913;4,400800545;0,801-0,900 (Alto);0,88182318;0,814877908;
barroso;Casa à venda, 130 m² por R$ 495.000,00 - Barroso - Fortaleza/CE;495000;130;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
parreao;Casa à venda, 400 m² por R$ 850.000,00 - Montese - Fortaleza/CE;850000;400;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2125.0
papicu;Casa à venda, 180 m² por R$ 650.000,00 - Papicu - Fortaleza/CE;650000;180;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
fatima;Casa à venda por R$ 900.000,00 - Fátima - Fortaleza/CE;900000;330;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
jose bonifacio;Casa com 4 dormitórios à venda, 450 m² por R$ 1.100.000,00 - Fátima - Fortaleza/CE;1100000;450;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
montese;Casa à venda, 1800 m² por R$ 2.300.000,00 - Montese - Fortaleza/CE;2300000;1800;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
manuel dias branco;Casa com 2 dormitórios à venda, 183 m² por R$ 550.000,00 - Dunas - Fortaleza/CE;550000;184;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
fatima;Casa com 3 dormitórios à venda, 100 m² por R$ 599.000,00 - Fátima - Fortaleza/CE;599000;100;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;5990.0
parque dois irmaos;Casa à venda por R$ 450.000,00 - Passaré - Fortaleza/CE;450000;250;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;1800.0
cidade dos funcionarios;Casa com 4 dormitórios à venda, 170 m² - Cidade dos Funcionários - Fortaleza/CE;750000;170;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
barroso;Casa residencial à venda, Barroso, Fortaleza - CA0962.;350000;400;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;875.0
barroso;Casa à venda, 66 m² por R$ 278.000,00 - Barroso - Fortaleza/CE;278000;66;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
fatima;Casa residencial à venda, Fátima, Fortaleza.;1300000;389;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
vila uniao;Casa à venda por R$ 580.000,00 - Montese - Fortaleza/CE;580000;240;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
messejana;Casa à venda, 207 m² por R$ 1.500.000,00 - Messejana - Fortaleza/CE;1500000;207;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;
jose bonifacio;Casa com 6 dormitórios à venda, 326 m² por R$ 600.000,00 - Fátima - Fortaleza/CE;600000;326;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
parquelandia;Casa à venda, 330 m² por R$ 850.000,00 - Parquelândia - Fortaleza/CE;850000;330;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
damas;Casa à venda por R$ 1.470.000,00 - Montese - Fortaleza/CE;1470000;1406;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
planalto ayrton senna;Casa à venda por R$ 700.000,00 - Mondubim - Fortaleza/CE;700000;300;Muito baixo (0,0000-0,2500);0,168312254;360,67;55,895089217;20,908448758;20,779460090;2,048462885;0,701-0,800 (Médio);0,594178026;0,708668646;
jose bonifacio;Casa residencial à venda, José Bonifácio, Fortaleza.;550000;200;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2750.0
cidade dos funcionarios;Casa com 3 dormitórios à venda, 251 m² - Cidade dos Funcionários - Fortaleza/CE;700000;251;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
montese;Casa com 3 dormitórios à venda por R$ 420.000,00 - Montese - Fortaleza/CE;420000;157;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
itaoca;Casa à venda, 300 m² por R$ 750.000,00 - Parangaba - Fortaleza/CE;750000;300;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2500.0
montese;Casa à venda, 600 m² por R$ 550.000,00 - Montese - Fortaleza/CE;550000;600;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
jardim das oliveiras;Casa à venda, 160 m² por R$ 600.000,00 - Jardim das Oliveiras - Fortaleza/CE;600000;160;Baixo (0,2501-0,3500);0,270016708;474,77;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;3750.0
aldeota;Casa à venda por R$ 340.000,00 - Aldeota - Fortaleza/CE;340000;80;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;4250.0
jardim america;Casa com 4 dormitórios à venda, 280 m² por R$ 490.000,00 - Jardim América - Fortaleza/CE;490000;280;Médio (0,3501-0,5000);0,443687971;715,56;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;1750.0
maraponga;Casa à venda, 109 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;109;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
jose bonifacio;Casa à venda, 544 m² por R$ 1.600.000,00 - Fátima - Fortaleza/CE;1600000;544;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
montese;Casa à venda, 500 m² por R$ 900.000,00 - Montese - Fortaleza/CE;890000;500;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1780.0
parangaba;Casa à venda, 47 m² por R$ 330.000,00 - Maraponga - Fortaleza/CE;330000;48;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;6875.0
aldeota;Casa com 5 dormitórios à venda, 252 m² por R$ 2.000.000,00 - Aldeota - Fortaleza/CE;2000000;252;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;
fatima;Casa à venda, 117 m² por R$ 1.450.000,00 - Fátima - Fortaleza/CE;1450000;117;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
coco;Casa à venda, 210 m² por R$ 699.000,00 - Cocó - Fortaleza/CE;699000;210;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
vila uniao;Casa à venda, 272 m² por R$ 950.000,00 - Montese - Fortaleza/CE;880000;273;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
itaoca;Casa com 2 dormitórios à venda, 43 m² por R$ 170.000,00 - Parangaba - Fortaleza/CE;170000;43;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
jose bonifacio;Casa com 2 dormitórios à venda, 216 m² por R$ 480.000,00 - Fátima - Fortaleza/CE;480000;216;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
bom futuro;Casa à venda por R$ 350.000,00 - Montese - Fortaleza/CE;350000;146;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
fatima;Casa residencial à venda, Fátima, Fortaleza.;1150000;302;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
messejana;Casa com 3 dormitórios à venda, 88 m² - Messejana - Fortaleza/CE;385000;88;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;4375.0
montese;Casa à venda por R$ 2.000.000,00 - Montese - Fortaleza/CE;2000000;891;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
aldeota;Casa à venda, 1600 m² por R$ 5.000.000,00 - Aldeota - Fortaleza/CE;5000000;1600;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;3125.0
edson queiroz;Casa à venda, 500 m² por R$ 1.265.000,00 - Edson Queiroz - Fortaleza/CE;1265000;500;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2530.0
vila velha;Casa com 4 dormitórios à venda, 150 m² por R$ 450.000,00 - Vila Velha - Fortaleza/CE;450000;150;Baixo (0,2501-0,3500);0,271651977;486,95;40,911753823;21,190490873;31,845091268;5,250986680;0,701-0,800 (Médio);0,811429133;0,813284402;3000.0
maraponga;Casa à venda, 90 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;90;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
montese;Casa com 4 dormitórios à venda, 300 m² por R$ 600.000,00 - Montese - Fortaleza/CE;580000;300;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
joao xxiii;Casa com 6 dormitórios à venda, 400 m² por R$ 980.000,00 - João Xxiii - Fortaleza/CE;1000000;400;Baixo (0,2501-0,3500);0,283709367;449,97;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;2500.0
montese;Casa à venda, 400 m² por R$ 900.000,00 - Montese - Fortaleza/CE;900000;400;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2250.0
barroso;Casa residencial à venda, Barroso, Fortaleza.;289000;320;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
parreao;Casa com 5 dormitórios à venda, 200 m² por R$ 550.000,00 - Vila União - Fortaleza/CE;549000;200;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2745.0
montese;Casa à venda por R$ 580.000,00 - Montese - Fortaleza/CE;580000;363;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
joaquim tavora;Casa com 1 dormitório à venda, 50 m², Terreno 3,00m x 20,50m- Joaquim Távora - Fortaleza/C;153000;50;Alto (0,5001-0,7000);0,662519548;1446,03;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;3060.0
itaperi;Casa à venda, 90 m² por R$ 395.000,00 - Itaperi - Fortaleza/CE;395000;90;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
joquei clube;Casa à venda, 196 m² por R$ 500.000,00 - Jóquei Clube - Fortaleza/CE;500000;196;Médio (0,3501-0,5000);0,406362443;708,67;32,043888556;17,899940084;41,428250449;8,421959257;0,801-0,900 (Alto);0,9115318;0,865542527;
fatima;Casa à venda, 715 m² por R$ 1.790.000,00 - Fátima - Fortaleza/CE;1790000;715;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
