Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
granja lisboa;Casa com 3 dormitórios à venda, 70 m² por R$ 205.000,00 - Granja Lisboa - Fortaleza/CE;205000;70;Muito baixo (0,0000-0,2500);0,169986701;341,36;55,395532806;21,810144253;20,404839460;1,696137738;0,501-0,700 (Baixo);0,684875178;0,787899582;2928,571429
jardim cearense;Casa Duplex à venda no bairro Jardim Cearense - Fortaleza/CE;350000;97;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;3608,247423
manuel dias branco;Casa à venda no bairro Varjota - Fortaleza/CE;4000000;330;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;12121,21212
passare;Casa para Venda C/ 04 Suítes no Bairro Passare em Fortaleza;730000;180;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;4055,555556
passare;Casa com 4 dormitórios à venda, 180 m² por R$ 730.000,00 - Passaré - Fortaleza/CE;730000;180;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;4055,555556
parquelandia;Casa à venda, 1265 m² por R$ 3.200.000,00 - Parquelândia - Fortaleza/CE;3200000;1265;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;2529,644269
granja lisboa;Casa com 2 dormitórios à venda, 80 m² por R$ 280.000,00 - Granja Lisboa - Fortaleza/CE;280000;80;Muito baixo (0,0000-0,2500);0,169986701;341,36;55,395532806;21,810144253;20,404839460;1,696137738;0,501-0,700 (Baixo);0,684875178;0,787899582;3500
guajeru;Casa com 3 dormitórios à venda, 116 m² por R$ 390.000,00 - Guajiru - Fortaleza/CE;390000;116;Baixo (0,2501-0,3500);0,288810144;612,34;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3362,068966
granja lisboa;Casa à venda, 198 m² por R$ 295.000,00 - Granja Lisboa - Fortaleza/CE;295000;198;Muito baixo (0,0000-0,2500);0,169986701;341,36;55,395532806;21,810144253;20,404839460;1,696137738;0,501-0,700 (Baixo);0,684875178;0,787899582;1489,89899
vila uniao;Casa à venda, 214 m² por R$ 390.000,00 - Vila União - Fortaleza/CE;390000;215;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;1813,953488
parreao;Casa à venda, 395 m² por R$ 1.300.000,00 - Vila União - Fortaleza/CE;1300000;396;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;3282,828283
vila uniao;Casa à venda, 300 m² por R$ 590.000,00 - Vila União - Fortaleza/CE;565000;300;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;1883,333333
bela vista;Casa à venda no bairro Damas, Fortaleza;500000;534;Médio (0,3501-0,5000);0,375255922;636,82;37,362884205;19,572460784;34,603721313;6,940960653;0,801-0,900 (Alto);0,894409966;0,835727395;936,329588
sao bento;Casa com 2 dormitórios à venda, 98 m² por R$ 230.000,00 - Jangurussu - Fortaleza/CE;230000;98;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;2346,938776
itaoca;Casa com 5 dormitórios à venda por R$ 600.000,00 - Parangaba - Fortaleza/CE;600000;279;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2150,537634
jardim america;Casa à venda, 110 m² por R$ 450.000,00 - Jardim América - Fortaleza/CE;430000;110;Médio (0,3501-0,5000);0,443687971;715,56;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;3909,090909
vila uniao;Casa com 3 dormitórios à venda, 140 m² - Vila União - Fortaleza/CE;478000;140;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;3414,285714
maraponga;Casa com 3 dormitórios à venda, 118 m² por R$ 540.000,00 - Maraponga - Fortaleza/CE;540000;118;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;4576,271186
praia de iracema;Casa com 4 dormitórios à venda, 291 m² por R$ 1.200.000,00 - Praia de Iracema - Fortaleza/;1200000;292;Muito alto (0,800-1,0000);0,720062247;1903,17;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;4109,589041
jose de alencar;Casa com 4 dormitórios à venda, 124 m² por R$ 948.467,00 - José de Alencar - Fortaleza/CE;948467;124;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;7648,927419
de lourdes;Casa Residencial à venda, De Lourdes, Fortaleza - CA0003.;2000000;396;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;5050,505051
edson queiroz;Casa com 7 dormitórios à venda, 780 m² por R$ 1.900.000,00 - Edson Queiroz - Fortaleza/CE;1900000;781;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2432,778489
parque manibura;Casa com 3 dormitórios à venda, 520 m² por R$ 950.000,00 - Parque Manibura - Fortaleza/CE;950000;520;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;1826,923077
jangurussu;Casa com 4 dormitórios à venda, 190 m² por R$ 540.000,00 - Jangurussu - Fortaleza/CE;540000;190;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;2842,105263
henrique jorge;Casa com 2 dormitórios à venda, 83 m² por R$ 180.000 - Joquei Club - Fortaleza/CE;180000;83;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;2168,674699
jose de alencar;Casa Plana para venda tem 184m² com 3 quartos em José de Alencar - Fortaleza - CE;400000;184;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;2173,913043
messejana;Casa à venda, 250 m² por R$ 600.000,00 - Messejana - Fortaleza/CE;600000;250;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;2400
passare;Casa à venda, 243 m² por R$ 850.000,00 - Passaré - Fortaleza/CE;850000;243;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;3497,942387
novo mondubim;Casa com 3 dormitórios à venda, 71 m² por R$ 330.000,00 - Mondubim - Fortaleza/CE;330000;71;Baixo (0,2501-0,3500);0,282158652;0;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;4647,887324
manoel satiro;Casa com 6 dormitórios à venda, 207 m² por R$ 510.000,00 - Manuel Sátiro - Fortaleza/CE;510000;207;Baixo (0,2501-0,3500);0,292158652;527,94;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;2463,768116
lagoa redonda;Casa com 3 dormitórios à venda, 86 m² por R$ 360.000,00 - Lagoa Redonda - Fortaleza/CE REF;360000;86;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4186,046512
sao gerardo;Casa com 4 dormitórios à venda, 650 m² por R$ 2.379.000,00 - Monte Castelo - Fortaleza/CE;2300000;650;Alto (0,5001-0,7000);0,594207804;1347,59;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;3538,461538
sao bento;Casa com 3 dormitórios à venda, 105 m² por R$ 375.000,00 - Messejana - Fortaleza/CE REF: C;375000;105;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3571,428571
cidade dos funcionarios;Casa à venda, 200 m² por R$ 398.900,01 - Cidade dos Funcionários - Fortaleza/CE REF: CA009;398900;200;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;1994,5
aldeota;Casa com 3 dormitórios à venda, 266 m² por R$ 1.900.000,00 - Aldeota - Fortaleza/CE REF: C;1900000;266;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;7142,857143
papicu;Casa com 4 dormitórios à venda, 356 m² por R$ 3.900.000,01 - De Lourdes - Fortaleza/CE REF;3900000;356;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;10955,05618
parque araxa;Casa para venda, 02 quartos + dependência no Parque Araxá, Fortaleza;580000;146;Alto (0,5001-0,7000);0,587354605;984,94;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;3972,60274
jangurussu;Casa com 3 dormitórios à venda, 101 m² por R$ 350.000,00 - Jangurussu - Fortaleza/CE;350000;101;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;3465,346535
jardim cearense;Casa com 3 dormitórios à venda, 100 m² por R$ 349.990,00 - Maraponga - Fortaleza/CE;349990;100;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;3499,9
parque araxa;Casa residencial à venda, Parque Araxá, Fortaleza.;940000;90;Alto (0,5001-0,7000);0,587354605;984,94;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;10444,44444
maraponga;Casa com 3 dormitórios à venda, 163 m² por R$ 890.000,00 - Maraponga - Fortaleza/CE;890000;163;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;5460,122699
sao bento;Casa à venda, 114 m² por R$ 405.000,00 - São Bento - Fortaleza/CE;405000;114;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3552,631579
edson queiroz;Casa com 4 dormitórios à venda, 187 m² por R$ 690.000,00 - Edson Queiroz - Fortaleza/CE;690000;187;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3689,839572
centro;Casa com 4 dormitórios à venda por R$ 1.500.000,00 - Centro - Fortaleza/CE;1500000;696;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;2155,172414
damas;Casa com 3 dormitórios à venda por R$ 530.000,00 - Jardim América - Fortaleza/CE;530000;211;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;2511,848341
vila uniao;Casa com 3 dormitórios à venda por R$ 1.250.000,00 - Montese - Fortaleza/CE;1250000;396;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;3156,565657
cidade 2000;Casa à venda no bairro Cidade 2000 - Fortaleza/CE;1050000;528;Alto (0,5001-0,7000);0,561946901;1017,12;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;1988,636364
edson queiroz;Casa com 5 dormitórios à venda, 312 m² por R$ 1.100.000,00 - Água Fria - Fortaleza/CE;1100000;313;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3514,376997
cidade dos funcionarios;Casa à venda, 250 m² por R$ 830.000,00 - Cidade dos Funcionários - Fortaleza/CE;830000;250;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;3320
henrique jorge;Casa com 3 dormitórios à venda, 132 m² por R$ 270.000,00 - Jóquei Clube - Fortaleza/CE;270000;132;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;2045,454545
manoel satiro;Casa com 2 dormitórios à venda, 150 m² por R$ 350.000,00 - Manuel Sátiro - Fortaleza/CE;350000;150;Baixo (0,2501-0,3500);0,292158652;527,94;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;2333,333333
guajeru;Casa com 3 dormitórios à venda, 120 m² por R$ 390.000,03 - Messejana - Fortaleza/CE;390000;120;Baixo (0,2501-0,3500);0,288810144;612,34;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3250
manuel dias branco;Casa com 5 dormitórios à venda, 459 m² por R$ 1.400.000,00 - Dunas - Fortaleza/CE;1400000;459;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;3050,108932
centro;Casa com 2 dormitórios à venda, 80 m² por R$ 280.000,00 - Centro - Fortaleza/CE;280000;80;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;3500
aldeota;Casa com 4 dormitórios à venda, 280 m² por R$ 699.000,00 - Aldeota - Fortaleza/CE;699000;280;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;2496,428571
lagoa redonda;Casa com 3 dormitórios à venda, 93 m² por R$ 350.000,00 - Lagoa Redonda - Fortaleza/CE;350000;93;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3763,44086
jardim cearense;Casa à venda por R$ 1.200.000,00 - Maraponga - Fortaleza/CE;1200000;577;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;2079,722704
guararapes;Casa residencial à venda, Guararapes, Fortaleza.;3500000;400;Muito alto (0,800-1,0000);0,767800765;3488,25;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;8750
parque manibura;Casa à venda, 91 m² por R$ 450.000,00 - Cidade dos Funcionários - Fortaleza/CE;450000;91;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;4945,054945
lagoa redonda;Casa com 3 dormitórios à venda, 62 m² por R$ 360.000,00 - Lagoa Redonda - Fortaleza/CE;360000;62;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;5806,451613
lagoa redonda;Casa com 3 dormitórios à venda, 186 m² por R$ 885.000,00 - Lagoa Redonda - Fortaleza/CE;885000;187;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4732,620321
coco;Casa com 4 dormitórios à venda por R$ 1.100.000,00 - Cocó - Fortaleza/CE;1200000;469;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;2558,635394
vila uniao;Casa à venda, 280 m² por R$ 560.000,00 - Montese - Fortaleza/CE;560000;280;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;2000
vila uniao;Casa residencial à venda, Montese, Fortaleza.;600000;190;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;3157,894737
mondubim;Casa à venda, 145 m² por R$ 590.000,00 - Maraponga - Fortaleza/CE;590000;145;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;4068,965517
vila uniao;Casa residencial à venda, Vila União, Fortaleza.;1100000;260;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;4230,769231
parque manibura;Casa à venda, 650 m² por R$ 2.200.000,00 - Cidade dos Funcionários - Fortaleza/CE;2200000;650;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;3384,615385
montese;Casa com 10 dormitórios à venda, 300 m² por R$ 1.200.000,00 - Montese - Fortaleza/CE;1200000;300;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;4000
bom futuro;Casa residencial à venda, Bom Futuro, Fortaleza.;600000;150;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;4000
novo mondubim;Casa à venda, 156 m² por R$ 240.000,00 - Mondubim - Fortaleza/CE;240000;156;Baixo (0,2501-0,3500);0,282158652;0;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;1538,461538
vila uniao;Casa à venda, 150 m² por R$ 430.000,00 - Vila União - Fortaleza/CE;430000;150;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;2866,666667
papicu;Casa à venda, 171 m² por R$ 600.000,00 - Papicu - Fortaleza/CE;600000;172;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;3488,372093
aldeota;Casa com 6 dormitórios à venda, 400 m² por R$ 1.100.000,00 - Aldeota - Fortaleza/CE;1100000;400;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;2750
itaperi;Casa à venda, 150 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;150;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;3666,666667
bom futuro;Casa residencial à venda, Montese, Fortaleza.;890000;360;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2472,222222
joao xxiii;Casa com 3 dormitórios à venda, 140 m² por R$ 320.000,00 - Henrique Jorge - Fortaleza/CE;320000;140;Baixo (0,2501-0,3500);0,283709367;449,97;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;2285,714286
padre andrade;Casa à venda, 300 m² por R$ 1.200.000,00 - Padre Andrade - Fortaleza/CE;1200000;300;Médio (0,3501-0,5000);0,361176583;622,59;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;4000
fatima;Casa com 3 dormitórios à venda por R$ 1.249.000,00 - Fátima - Fortaleza/CE;1249000;378;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;3304,232804
jose bonifacio;Casa à venda, 363 m² por R$ 650.000,00 - Fátima - Fortaleza/CE;650000;363;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;1790,633609
alvaro weyne;Casa à venda, 358 m² por R$ 850.000,00 - Álvaro Weyne - Fortaleza/CE;850000;358;Médio (0,3501-0,5000);0,364663527;562,49;43,363610372;16,791660252;36,088323913;4,400800545;0,801-0,900 (Alto);0,88182318;0,814877908;2374,301676
barroso;Casa à venda, 130 m² por R$ 495.000,00 - Barroso - Fortaleza/CE;495000;130;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;3807,692308
parreao;Casa à venda, 400 m² por R$ 850.000,00 - Montese - Fortaleza/CE;850000;400;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2125
papicu;Casa à venda, 180 m² por R$ 650.000,00 - Papicu - Fortaleza/CE;650000;180;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;3611,111111
fatima;Casa à venda por R$ 900.000,00 - Fátima - Fortaleza/CE;900000;330;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2727,272727
jose bonifacio;Casa com 4 dormitórios à venda, 450 m² por R$ 1.100.000,00 - Fátima - Fortaleza/CE;1100000;450;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2444,444444
montese;Casa à venda, 1800 m² por R$ 2.300.000,00 - Montese - Fortaleza/CE;2300000;1800;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1277,777778
manuel dias branco;Casa com 2 dormitórios à venda, 183 m² por R$ 550.000,00 - Dunas - Fortaleza/CE;550000;184;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;2989,130435
fatima;Casa com 3 dormitórios à venda, 100 m² por R$ 599.000,00 - Fátima - Fortaleza/CE;599000;100;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;5990
parque dois irmaos;Casa à venda por R$ 450.000,00 - Passaré - Fortaleza/CE;450000;250;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;1800
cidade dos funcionarios;Casa com 4 dormitórios à venda, 170 m² - Cidade dos Funcionários - Fortaleza/CE;750000;170;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;4411,764706
barroso;Casa residencial à venda, Barroso, Fortaleza - CA0962.;350000;400;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;875
barroso;Casa à venda, 66 m² por R$ 278.000,00 - Barroso - Fortaleza/CE;278000;66;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;4212,121212
fatima;Casa residencial à venda, Fátima, Fortaleza.;1300000;389;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;3341,902314
vila uniao;Casa à venda por R$ 580.000,00 - Montese - Fortaleza/CE;580000;240;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;2416,666667
messejana;Casa à venda, 207 m² por R$ 1.500.000,00 - Messejana - Fortaleza/CE;1500000;207;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;7246,376812
jose bonifacio;Casa com 6 dormitórios à venda, 326 m² por R$ 600.000,00 - Fátima - Fortaleza/CE;600000;326;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;1840,490798
parquelandia;Casa à venda, 330 m² por R$ 850.000,00 - Parquelândia - Fortaleza/CE;850000;330;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;2575,757576
damas;Casa à venda por R$ 1.470.000,00 - Montese - Fortaleza/CE;1470000;1406;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;1045,519203
planalto ayrton senna;Casa à venda por R$ 700.000,00 - Mondubim - Fortaleza/CE;700000;300;Muito baixo (0,0000-0,2500);0,168312254;360,67;55,895089217;20,908448758;20,779460090;2,048462885;0,701-0,800 (Médio);0,594178026;0,708668646;2333,333333
jose bonifacio;Casa residencial à venda, José Bonifácio, Fortaleza.;550000;200;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2750
cidade dos funcionarios;Casa com 3 dormitórios à venda, 251 m² - Cidade dos Funcionários - Fortaleza/CE;700000;251;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;2788,844622
montese;Casa com 3 dormitórios à venda por R$ 420.000,00 - Montese - Fortaleza/CE;420000;157;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2675,159236
itaoca;Casa à venda, 300 m² por R$ 750.000,00 - Parangaba - Fortaleza/CE;750000;300;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2500
